#NBK_id	GR_shortname	OMIM
NBK475802	sd-thes	222470
NBK475802	sd-thes	600478
NBK475802	sd-thes	614589
NBK475802	sd-thes	614602
NBK475803	prrt2-parox	128200
NBK475803	prrt2-parox	602066
NBK475803	prrt2-parox	605751
NBK475803	prrt2-parox	611913
NBK475803	prrt2-parox	614386
NBK476443	tango2-mea	616830
NBK476443	tango2-mea	616878
NBK476444	insr-ir	147670
NBK476444	insr-ir	246200
NBK476444	insr-ir	262190
NBK476671	x-ag	300393
NBK476671	x-ag	300942
NBK476672	hyper-ftc	211900
NBK476672	hyper-ftc	601756
NBK476672	hyper-ftc	604824
NBK476672	hyper-ftc	605380
NBK481553	cip-overview	162030
NBK481553	cip-overview	191315
NBK481553	cip-overview	243000
NBK481553	cip-overview	256800
NBK481553	cip-overview	601273
NBK481553	cip-overview	603415
NBK481553	cip-overview	604385
NBK481553	cip-overview	608654
NBK481553	cip-overview	615548
NBK481553	cip-overview	616458
NBK481553	cip-overview	616488
NBK481554	ngly1-cddg	610661
NBK481554	ngly1-cddg	615273
NBK481833	bohring-opitz	605039
NBK481833	bohring-opitz	612990
NBK481904	isca2-mt-dis	615317
NBK481904	isca2-mt-dis	616370
NBK487393	mtdna-md-ov	203700
NBK487393	mtdna-md-ov	210000
NBK487393	mtdna-md-ov	212350
NBK487393	mtdna-md-ov	251880
NBK487393	mtdna-md-ov	256810
NBK487393	mtdna-md-ov	271245
NBK487393	mtdna-md-ov	609283
NBK487393	mtdna-md-ov	609286
NBK487393	mtdna-md-ov	610131
NBK487393	mtdna-md-ov	613163
NBK487393	mtdna-md-ov	615084
NBK487393	mtdna-md-ov	615156
NBK487393	mtdna-md-ov	615418
NBK487393	mtdna-md-ov	615471
NBK487393	mtdna-md-ov	616479
NBK487393	mtdna-md-ov	616896
NBK487393	mtdna-md-ov	617069
NBK487393	mtdna-md-ov	617156
NBK487393	mtdna-md-ov	617184
NBK487394	schwann	162091
NBK487394	schwann	600574
NBK487394	schwann	601607
NBK487394	schwann	615670
NBK487886	kbgs	148050
NBK487886	kbgs	611192
NBK488189	asah1	159950
NBK488189	asah1	228000
NBK488189	asah1	613468
NBK493766	kmt2b-dystonia	606834
NBK493766	kmt2b-dystonia	617284
NBK500456	mody-ov	114840
NBK500456	mody-ov	125850
NBK500456	mody-ov	125851
NBK500456	mody-ov	137920
NBK500456	mody-ov	138079
NBK500456	mody-ov	142410
NBK500456	mody-ov	167413
NBK500456	mody-ov	176730
NBK500456	mody-ov	189907
NBK500456	mody-ov	191305
NBK500456	mody-ov	600281
NBK500456	mody-ov	600496
NBK500456	mody-ov	600509
NBK500456	mody-ov	600733
NBK500456	mody-ov	600937
NBK500456	mody-ov	601724
NBK500456	mody-ov	603301
NBK500456	mody-ov	604299
NBK500456	mody-ov	606392
NBK500456	mody-ov	606394
NBK500456	mody-ov	609812
NBK500456	mody-ov	610508
NBK500456	mody-ov	612225
NBK500456	mody-ov	613370
NBK500456	mody-ov	613375
NBK500456	mody-ov	616329
NBK500456	mody-ov	616511
NBK501979	grin2b	138252
NBK501979	grin2b	613970
NBK501979	grin2b	616139
NBK507664	ankrd26	188000
NBK507664	ankrd26	610855
NBK525916	as-def	108370
NBK525916	as-def	615574
NBK525917	kcnt1-epilepsy	608167
NBK525917	kcnt1-epilepsy	614959
NBK525917	kcnt1-epilepsy	615005
NBK531509	nkx6-2-spax	605955
NBK531509	nkx6-2-spax	617560
NBK531510	lca-ov	204000
NBK531510	lca-ov	204100
NBK531510	lca-ov	604232
NBK531510	lca-ov	604393
NBK531510	lca-ov	604537
NBK531510	lca-ov	608553
NBK531510	lca-ov	610612
NBK531510	lca-ov	611755
NBK531510	lca-ov	612712
NBK531510	lca-ov	613341
NBK531510	lca-ov	613826
NBK531510	lca-ov	613829
NBK531510	lca-ov	613835
NBK531510	lca-ov	613837
NBK531510	lca-ov	613843
NBK531510	lca-ov	614186
NBK531510	lca-ov	615360
NBK532447	ab-lipo-p	157147
NBK532447	ab-lipo-p	200100
NBK535153	ap4-def	602296
NBK535153	ap4-def	607243
NBK535153	ap4-def	607244
NBK535153	ap4-def	607245
NBK535153	ap4-def	612936
NBK535153	ap4-def	613744
NBK535153	ap4-def	614066
NBK535153	ap4-def	614067
NBK535640	gnal-dystonia	139312
NBK535640	gnal-dystonia	615073
NBK536360	ppp2r5d-dis	601646
NBK536360	ppp2r5d-dis	616355
NBK536784	cdk13-dis	603309
NBK536784	cdk13-dis	617360
NBK537476	slc12a5-e	606726
NBK537476	slc12a5-e	616645
NBK537720	vps13d-md	607317
NBK537720	vps13d-md	608877
NBK537721	syngap1-id	603384
NBK537721	syngap1-id	612621
NBK538658	fars2-def	611592
NBK538658	fars2-def	614946
NBK538658	fars2-def	617046
NBK538937	m-sulfatase-def	272200
NBK538937	m-sulfatase-def	607939
NBK538938	rere-dis	605226
NBK538938	rere-dis	616975
NBK540017	eed-og	605984
NBK540017	eed-og	617561
NBK540283	au-kline	600712
NBK540283	au-kline	616580
NBK540447	collagen-2	108300
NBK540447	collagen-2	120140
NBK540447	collagen-2	151210
NBK540447	collagen-2	156550
NBK540447	collagen-2	183900
NBK540447	collagen-2	184250
NBK540447	collagen-2	184252
NBK540447	collagen-2	200610
NBK540447	collagen-2	271700
NBK540447	collagen-2	604864
NBK540447	collagen-2	608805
NBK540448	wdr26-id	617424
NBK540448	wdr26-id	617616
NBK540959	mecr-dis	608205
NBK540959	mecr-dis	617282
NBK540960	mmihs-ov	155310
NBK541502	arid1b-dis	135900
NBK541502	arid1b-dis	614556
NBK541503	fkbp14-keds	614505
NBK541503	fkbp14-keds	614557
NBK541728	apert	101200
NBK541728	apert	176943
NBK541729	sca37	603448
NBK541729	sca37	615945
NBK541730	gabriele-devries	600013
NBK541730	gabriele-devries	617557
NBK541972	warsaw	601150
NBK541972	warsaw	613398
NBK542334	huppke-brendel	603690
NBK542334	huppke-brendel	614482
NBK542336	nfia-dis	600727
NBK542336	nfia-dis	613735
NBK542806	echs1-def	602292
NBK542806	echs1-def	616277
NBK542807	grin1-ndd	138249
NBK542807	grin1-ndd	614254
NBK542807	grin1-ndd	617820
NBK542808	stac3-dis	255995
NBK542808	stac3-dis	615521
NBK543515	sca38	611805
NBK543515	sca38	615957
NBK544951	ada2-def	607575
NBK544951	ada2-def	615688
NBK546574	mps3	252900
NBK546574	mps3	252920
NBK546574	mps3	252930
NBK546574	mps3	252940
NBK546574	mps3	605270
NBK546574	mps3	607664
NBK546574	mps3	609701
NBK546574	mps3	610453
NBK546575	glutaric-a1	231670
NBK546575	glutaric-a1	608801
NBK546576	rvcl	192315
NBK546576	rvcl	606609
NBK547048	bcl11a-id	606557
NBK547048	bcl11a-id	617101
NBK547304	isca1-mmds	611006
NBK547304	isca1-mmds	617613
NBK547595	hered-drta	109270
NBK547595	hered-drta	179800
NBK547595	hered-drta	192132
NBK547595	hered-drta	267300
NBK547595	hered-drta	602722
NBK547595	hered-drta	605239
NBK547595	hered-drta	611590
NBK547823	schmid-mcd	120110
NBK547823	schmid-mcd	156500
NBK549204	weiss-kruszka	617371
NBK549204	weiss-kruszka	618619
NBK549574	rpe65-lca	180069
NBK549574	rpe65-lca	204100
NBK549920	tangier	205400
NBK549920	tangier	600046
NBK550349	fructose1-6-def	229700
NBK550349	fructose1-6-def	611570
NBK553049	ritscher-schinzel	220210
NBK553049	ritscher-schinzel	300859
NBK553049	ritscher-schinzel	300963
NBK553049	ritscher-schinzel	610657
NBK553533	ss-def	184420
NBK553533	ss-def	618156
NBK553534	ayme-gripp	177075
NBK553534	ayme-gripp	601088
NBK554080	saul-wilson	606976
NBK554080	saul-wilson	618150
NBK554742	danon	300257
NBK554742	danon	309060
NBK554743	gnb1-e	139380
NBK554743	gnb1-e	616973
NBK555103	smdcf	120140
NBK555103	smdcf	135600
NBK555103	smdcf	184255
NBK555473	nthl1-ts	602656
NBK555473	nthl1-ts	616415
NBK555474	aspm-pm	605481
NBK555474	aspm-pm	608716
NBK555820	cyld-cs	132700
NBK555820	cyld-cs	601606
NBK555820	cyld-cs	605018
NBK555820	cyld-cs	605041
NBK556455	wt1-dis	136680
NBK556455	wt1-dis	194070
NBK556455	wt1-dis	194080
NBK556455	wt1-dis	256370
NBK556455	wt1-dis	607102
NBK556455	wt1-dis	608978
NBK558090	fop	102576
NBK558090	fop	135100
NBK558236	madd	130410
NBK558236	madd	231675
NBK558236	madd	231680
NBK558236	madd	608053
NBK559434	pacs1-ndd	607492
NBK559434	pacs1-ndd	615009
NBK559435	sptbn4	606214
NBK559435	sptbn4	617519
NBK560442	thoc6-id	613680
NBK560442	thoc6-id	615403
NBK560443	mn1-ctt	156100
NBK560443	mn1-ctt	618774
NBK561282	ddx3x-ndd	300160
NBK561282	ddx3x-ndd	300958
NBK561516	chd4-ndd	603277
NBK561516	chd4-ndd	617159
NBK562988	sgpl1	603729
NBK562988	sgpl1	617575
NBK563529	pot1-tpd	606478
NBK563529	pot1-tpd	615848
NBK563529	pot1-tpd	616568
NBK563693	asxl3	615115
NBK563693	asxl3	615485
NBK563694	pycnodys	265800
NBK563694	pycnodys	601105
NBK564234	etv6-tpl	600618
NBK564234	etv6-tpl	601626
NBK564234	etv6-tpl	616216
NBK564655	mirage	610456
NBK564655	mirage	617053
NBK564966	h1-4	142220
NBK564966	h1-4	617537
NBK567492	schaaf-yang	605283
NBK567492	schaaf-yang	615547
NBK568319	runx1	151385
NBK568319	runx1	601399
NBK569515	os-cs	300373
NBK569515	os-cs	300647
NBK570204	ebf3-ndd	607407
NBK570204	ebf3-ndd	617330
NBK570205	primrose	259050
NBK570205	primrose	606025
NBK570369	dnajc6-pd	608375
NBK570369	dnajc6-pd	615528
NBK570370	apob-hbl	107730
NBK570370	apob-hbl	615558
NBK570772	spg15	270700
NBK570772	spg15	612012
NBK570882	scn3a-ndd	182391
NBK570882	scn3a-ndd	617935
NBK570882	scn3a-ndd	617938
NBK571223	pdhc-def-ov	179060
NBK571223	pdhc-def-ov	238331
NBK571223	pdhc-def-ov	245348
NBK571223	pdhc-def-ov	245349
NBK571223	pdhc-def-ov	300502
NBK571223	pdhc-def-ov	312170
NBK571223	pdhc-def-ov	608769
NBK571223	pdhc-def-ov	608770
NBK571223	pdhc-def-ov	608782
NBK571223	pdhc-def-ov	614111
NBK572429	eds-pd	120580
NBK572429	eds-pd	130080
NBK572429	eds-pd	613785
NBK572429	eds-pd	617174
NBK573218	gnb5-ndd	604447
NBK573218	gnb5-ndd	617173
NBK573218	gnb5-ndd	617182
NBK573219	srns-ov	256300
NBK573219	srns-ov	301028
NBK573219	srns-ov	600995
NBK573219	srns-ov	610725
NBK573219	srns-ov	614196
NBK573219	srns-ov	615573
NBK573219	srns-ov	616892
NBK573219	srns-ov	618177
NBK573219	srns-ov	618178
NBK573670	ppp1r12a-ubm	602021
NBK573670	ppp1r12a-ubm	618820
NBK573972	white-sutton	614787
NBK573972	white-sutton	616364
NBK574843	ddx41-mds	608170
NBK574843	ddx41-mds	616871
NBK575336	setbp1-hd	611060
NBK575336	setbp1-hd	616078
NBK575630	mc-def	252150
NBK575630	mc-def	252160
NBK575630	mc-def	603707
NBK575630	mc-def	603708
NBK575630	mc-def	603930
NBK575630	mc-def	609277
NBK575630	mc-def	615501
NBK575793	xia-gibbs	615790
NBK575793	xia-gibbs	615829
NBK575836	clcn4-ndd	300114
NBK575836	clcn4-ndd	302910
